code,num
C1072,616.2725548196804
C1128,1189.7478988141802
C1456,531.8390934058343
C1840,578.2639681626437
C1332,994.5149760490485
C1563,1422.9216795755237
C1794,870.2799830582139
C1640,339.69275625541115
C1377,415.31386149785914
C2072,316.66452575190993
C1472,486.3901258357212
C1006,148.97426561057392
C1083,340.444090549853
C1311,274.4605265859962
C2676,209.64442942740033
C2318,227.39506271489017
C1603,272.24269951399583
C2523,279.387760908912
C2177,188.0800719484636
C2411,874.3717584748317
C2033,146.48314400027098
C1604,525.0391665150973
C2535,481.47861203844366
C1040,445.31097949354466
C2417,320.33154845071294
C1812,113.18825559881068
C2253,98.36611376884674
C1294,407.27349862119166
C1772,312.5998498657118
C2646,469.4223937359791
C1152,855.0663463086776
C2423,118.96738065416076
C1844,315.00252493816015
C1318,172.90706433652238
C1729,79.59398683800956
C1602,280.08723934535396
C1239,407.1592028801746
C1721,541.7429179614597
C1902,953.5755481675218
C1855,320.1687722218973
C2600,491.87792129641036
C1071,409.13321333762406
C2295,439.7699772882682
C1621,367.5798588128149
C1852,717.6407134288529
C2555,1020.8457670241057
C1297,436.2443543066955
C2323,562.4255717609699
C2215,398.44360783138836
C2112,384.7252633827615
C1830,759.9889889449853
C2602,292.9108578797467
C2608,911.3930948664629
C1215,719.1708269359592
C2369,590.7732233262441
C1158,295.437374936949
C1887,339.8399905863555
C1189,319.98439817630657
C1637,333.910048248295
C1225,170.54384426355418
C2374,458.85137101588094
C2397,555.0202353428491
C1105,1000.4867868501966
C1782,408.183324948656
C1629,37.29515009375731
C1708,265.02664100502926
C2144,722.972184163592
C1617,1027.2577729144978
C1149,526.3991816024663
C1323,454.2113887278819
C1064,703.4377851036232
C1019,375.6202073435381
C2269,567.9972054211945
C1416,695.5248230500893
C1250,415.38172020479965
C1741,385.28509426824513
C1016,724.4893250930533
C2436,650.828587033722
C2039,811.1528029187439
C1253,760.664580632986
C2028,1033.4609819253062
C1166,286.3231272205324
C1135,233.60240600727914
C1216,367.0204688996178
C1593,152.29130821286117
C1826,266.7459879921534
C1827,441.18423689248874
C1564,255.90559151503257
C1495,1117.3586880313846
C2653,897.5684494394033
C1392,453.2912151472473
C2128,311.88115456942865
C1282,605.6351573043429
C1521,843.5943377185216
C2076,1048.0673917420704
C1060,534.4135591197607
C2473,987.3703029399517
C2557,679.5007789023848
C1835,895.5056010384084
C2224,598.3998433380971
C2222,420.1982298920389
C2430,641.3980416906467
C2497,246.3107252752357
C1494,828.1048226206566
C1457,484.88415243369553
C1525,1256.242249563254
C1712,471.2431329513201
C2267,1094.7737257163626
C1623,251.17194588755055
C2131,531.4061349897285
C2691,1058.9757603100754
C1147,874.7661560947844
C1692,933.9024866453285
C1570,922.8222143584361
C1474,160.69885283881985
C1633,129.52162230768977
C2113,533.8395707723344
C2175,786.6068444697694
C2303,1484.935656280443
C2547,508.3487086911091
C2292,869.0921135251007
C1496,612.6057966883283
C1289,408.1207560767426
C1849,707.855712863169
C1003,316.8232648441867
C2268,428.25312574122387
C2551,667.2009663911256
C2688,64.91813698822726
C1030,19.79202076202027
C2451,561.563264891568
C1749,493.00621614476745
C1349,204.33433447012314
C2043,214.93430584762422
C1229,211.43587741752242
C2363,313.42834749437276
C1414,314.05376493593604
C2174,457.6273190282699
C2091,125.91675940226818
C1841,120.26616349921456
C2404,135.0212016752487
C1683,191.13781336665426
C1038,317.3323614409266
C2456,240.2054306248817
C1266,440.6676270288006
C2152,26.87014290752758
C1267,495.4243670855912
C2189,212.63382806710788
C2675,0
C2335,0
C1327,0
